"dialogue" "label"
"158" "It's okay. Hey, stand down.  Keep an eye on him. Thank you." "1"
"159" "I have him." "1"
"160" "Damn it." "-1"
"161" "Where'd that come from?" "1"
"162" "It's nano-tech. You like it? A little someth--" "1"
"163" "Dr. Banner, if the rest of your green friend won't be joining us...." "1"
"164" "Gotta get that stone outta here, now." "1"
"165" "It stays with me." "1"
"166" "Exactly. Bye." "-1"
"167" "Tony, you okay? How we doing? Good? Bad?" "1"
"168" "Really, really good. Really good. Do you plan on helping out?" "-1"
"169" "I'm trying. He won't come out." "1"
"170" "Hammer." "1"
"171" "Come on, Hulk. What are you doing to me?  Come out! Come out! Come out!" "1"
"172" "Nooooooo!" "-1"
"173" "What do you mean, no?!" "-1"
"174" "Hey, man. What's up, Mr. Stark?" "1"
"175" "Kid, where'd you come from?" "1"
"176" "Field trip to MoMA." "1"
"177" "What is this guy's problem, Mr. Stark?" "1"
"178" "He's from space. He came here to steal a necklace from a wizard." "1"
"179" "Your powers are quaint. You must be popular with children." "-1"
"180" "It's a simple spell but quite unbreakable." "-1"
"181" "Then I'll take it off your corpse." "-1"
"182" "You'll find... removing a dead man's spell... troublesome." "-1"
"183" "You'll only wish you were dead.  NO!" "-1"
"184" "Kid, that's the wizard. Get on it." "1"
"185" "On it!" "1"
"186" "Not cool!" "-1"
"187" "Uhhh, Mr. Stark? I'm being beamed up!" "1"
"188" "Hang on, kid." "1"
"189" "Wong, you're invited to my wedding.  Give me a little juice, F.R.I.D.A.Y." "1"
"190" "Unlock 17-A.  Pete, you gotta let go. I'm gonna catch you." "1"
"191" "But you said save the wizard!  I can't breathe!" "-1"
"192" "You're too high up. You're running out of air." "-1"
"193" "Yeah! That makes sense." "1"
"194" "Mr. Stark, it smells like a new car in here!" "1"
"195" "Happy trails, kid. F.R.I.D.A.Y, send him home." "1"
"196" "Yep." "1"
"197" "OH, COME ON!" "-1"
"198" "Boss, incoming call from Miss Potts." "1"
"199" "Tony? Oh, my God. Are you all right? What's going on?" "-1"
"200" "Yeah, I'm fine. I just think we might have to push our 8:30 res." "1"
"201" "Why?" "-1"
"202" "Just 'cause I'll... probably not make it back for a while." "1"
"203" "Tell me you're not on that ship." "-1"
"204" "Yeah." "1"
"205" "God, no. Please tell me you're not on that ship." "-1"
"206" "Honey, I'm sorry. I'm sorry, I don't know what to say." "1"
"207" "Come back here, Tony. I swear to God…." "-1"
"208" "Pep…." "-1"
"209" "Come back here right now! Come back!" "-1"
"210" "Boss, we're losing her. I'm going, too…." "-1"
"211" "Oh my God!  I should have stayed on the bus...." "1"
"212" "Where you going?" "1"
"213" "The Time Stone's been taken. The Sanctum remains unguarded. What will you do?" "-1"
"214" "I'm gonna make a call." "1"
"215" "Sing it, Drax!" "1"
"216" "Why are we doing this again?" "-1"
"217" "It's a distress signal, Rocket. Someone could be dying." "-1"
"218" "I get that, but why are we doing it?" "1"
"219" "'Cause we're nice. And maybe whoever it is will give us a little cheddar cheese  for our help." "1"
"220" "Which isn't the point." "1"
"221" "Which isn't the point... I mean… if he doesn't pony up…." "1"
"222" "We'll take his ship." "1"
"223" "Exactly!" "1"
"224" "B-b-b-bingo!" "1"
"225" "We are arriving." "1"
"226" "All right, Guardians. Don't forget, this might be dangerous, so let's put on our mean faces.  Groot, put that thing away. Now. I don't wanna tell you again.  Groot." "-1"
"227" "I am Groot!" "1"
"228" "Whoa!" "-1"
"229" "Language!" "-1"
"230" "Hey!" "1"
"231" "Wow." "-1"
"232" "You got some acorns on you, kid." "1"
"233" "Ever since you got a little sap, you're a total d-hole. Keep it up, and I'm gonna SMASH THAT THING TO PIECES!" "-1"
"234" "What happened?" "1"
"235" "Looks like we're not getting paid." "1"
"236" "Wipers! Wipers! Get it off!" "1"
"237" "How the hell is this dude still alive?" "-1"
"238" "He is not a dude. You're a dude. This... this is a man. A handsome, muscular man." "1"
"239" "I'm muscular." "1"
"240" "Who are you kidding, Quill? You're one sandwich away from fat." "-1"
"241" "Yeah, right." "1"
"242" "It's true. You have gained a little weight…." "-1"
"243" "What? Gamora, do you think I'm…" "-1"
"244" "He is anxious. Angry. He feels tremendous loss and guilt." "-1"
"245" "It's like a pirate had a baby with an angel." "-1"
"246" "Wow. This is a real wake-up call for me. Okay. I'm gonna get a Bow-flex. I'm gonna commit. I'm gonna get some dumbbells." "1"
"247" "You know you can't eat dumbbells, right?" "1"
"248" "It's like his muscles are made of Cotati metal fibers." "1"
"249" "Stop massaging his muscles.  Wake him up." "1"
"250" "Wake." "1"
"251" "Who the hell are you guys?" "1"
"252" "The entire time I knew Thanos, he only ever had one goal: To bring balance to the Universe by wiping out half of all life. He used to kill people planet by planet, massacre by massacre...." "-1"
"253" "Including my own." "-1"
"254" "If he gets all six Infinity Stones, he can do it with the snap of his fingers, like this." "-1"
"255" "You seem to know a great deal about Thanos." "1"
"256" "Gamora... is the daughter of Thanos." "1"
"257" "Your father killed my brother." "-1"
"258" "Oh, boy. Stepfather. Technically, she hates him as much as you do." "1"
"259" "Families can be tough.  Before my father died, he told me I had a half-sister... that he imprisoned in Hel. Then she returned home, and stabbed me in the eye, so... I had to kill her. It's life, isn't it, I guess. Goes round and round and... I feel your pain." "-1"
"260" "And I feel your pain, as well. I mean it's not a competition, but I've been through a lot. My father killed my mother, then I had to kill my father. And that was hard. Probably even harder than having to kill a sister. Plus, I, came out of it with both of my eyes--" "-1"
"261" "I need a hammer, not a spoon….  How do I open this thing? Is there some sort of a four-digit code maybe… maybe a birth date or something…." "1"
"262" "What are you doing?" "1"
"263" "Taking your pod." "1"
"264" "No, you're not!  You'll not, be taking our pod today, sir." "1"
"265" "Quill. Are you making your voice deeper?" "1"
"266" "No." "1"
"267" "You are. You're imitating the god-man. It's weird." "1"
"268" "No I'm not." "1"
"269" "He just did it again!" "1"
"270" "This is my voice!" "1"
"271" "Are you mocking me?" "1"
"272" "Are you mocking me?" "1"
"273" "Stop it. You did it again." "1"
"274" "He's trying to copy me." "1"
"275" "Would you stop doing that? He's doing it first." "1"
"276" "Enough! We need to stop Thanos. Which means we need to find out where he's going next." "1"
"277" "Knowhere." "1"
"278" "He must be going somewhere." "1"
"279" "No. Knowhere? It's a place. We've been there. It sucks. Excuse me, that's our food." "1"
"280" "Not anymore." "1"
"281" "Thor… why would he go to Knowhere?" "1"
"282" "Because for years, the Reality Stone has been safely stored, there with a man we call the Collector." "1"
"283" "If it's with the Collector, then it's not safe. Only an idiot would give that man a stone." "-1"
"284" "Or a genius." "1"
"285" "How do you know he's not going for one of the other Stones?" "1"
"286" "There's six stones out there.  Thanos already has the Power Stone because he stole it last week, when he decimated Xandar. He stole the Space Stone from me when he destroyed my ship and slaughtered half my people. The Time and Mind Stones are safe on Earth. They're with the Avengers." "-1"
"287" "The 'Avengers'?" "1"
"288" "Earth's Mightiest Heroes." "1"
"289" "Like Kevin Bacon?" "1"
"290" "He may be on the team. I don't know. Haven't been there in a while. As for the Soul Stone, well, no one's ever seen that. No one even knows where it is. Therefore, Thanos can't get it. Therefore, he's going to Knowhere. Hence, he'll be getting the Reality Stone. You're welcome." "-1"
"291" "Then we have to go to Knowhere now." "1"
"292" "Wrong! Where we have to go, is Nivadellir." "-1"
"293" "That's a made up word." "-1"
"294" "All words are made up." "-1"
"295" "Hold up, Nidavellir is real?  Seriously? I mean, that place is a legend.  They make the most powerful, horrific weapons to ever torment the Universe. I would very much like to go there, please." "1"
"296" "The rabbit is correct, and clearly the smartest among you." "1"
"297" "Rabbit?" "-1"
"298" "Only Eitri the dwarf king can make me the weapon I need.  I assume you're the captain, sir?" "1"
"299" "You're very perceptive." "1"
"300" "You seem like a noble leader. Will you join me on my quest to Nidavellir?" "1"
"301" "Lemme just ask the captain. Oh, wait a second, it's me! Yeah, I'll go." "1"
"302" "Wonderful." "1"
"303" "Except for that I'm the captain." "1"
"304" "Quiet!" "1"
"305" "That's my backpack." "1"
"306" "Go sit down." "-1"
"307" "Look, this is my ship. And I'm not goin' to…  Wait, what kind of weapon are we talking about here?" "-1"
"308" "The Thanos killing kind." "-1"
"309" "Don't you think that we should all have a weapon like that?" "1"
"310" "No. You simply lack the strength to wield them. Your bodies will crumble as your minds collapse into the madness." "-1"
"311" "Is it weird that I wanna do it even more now?" "1"
"312" "A little bit. Yeah." "1"
"313" "If we don't go to Knowhere and Thanos retrieves another stone, he'll be too powerful to stop." "1"
"314" "He already is." "1"
"315" "I got it figured out. We got two ships, and a large assortment of morons. So me and Groot will go with the pirate-angel here, and the morons will go to Knowhere to try and stop Thanos. Cool? Cool." "-1"
"316" "So cool." "1"
"317" "For the record… I know that you're only going with him because it's where Thanos isn't." "1"
"318" "You know, you shouldn't talk that way to your captain, Quill.  Come on, Groot. Put that game down, you'll rot your brain." "1"
"319" "I bid you farewell and good luck, morons. Bye." "-1"
"320" "nan" "1"
"321" "Vis? Is it the stone again?" "1"
"322" "It's as if it's speaking to me." "1"
"323" "What does it say?" "1"
"324" "I don't... I don't know. But something..." "1"
"325" "Tell me what you feel." "1"
"326" "I just feel you." "1"
"327" "So there's a 10 AM to Glasgow to give us more time together before you went back." "1"
"328" "What if I miss that train?" "1"
"329" "There is an 11." "1"
"330" "What if I missed all the trains? What if this time, I didn't go back?" "-1"
"331" "You gave Stark your word." "1"
"332" "I'd rather give it to you." "1"
"333" "There are people who are expecting me too, you know. We both made promises." "1"
"334" "Not to each other.  Wanda… for two years, we've stolen these moments, trying to see if this could work. And... I don't know.  You know what, I'm just gonna speak for myself -- I, I... I think..." "1"
"335" "It works." "1"
"336" "It works." "1"
"337" "Then stay. Stay with me." "1"
"338" "Or not. If I'm overstepping…" "1"
"339" "What are they?" "1"
"340" "What the stone was warning me about.  I have to go." "-1"
"341" "No, Vision. Vision, if that's true… then maybe going isn't the best idea." "1"
"342" "Wanda...I-" "1"
"343" "Vision!" "1"
"344" "The blade. It stopped me from phasing." "-1"
"345" "Is that even possible?" "1"
"346" "It isn't supposed to be.  My systems are failing.  I'm beginning to think... we should have stayed in bed." "-1"
"347" "Vis!" "1"
"348" "Give up the Stone, and she lives." "-1"
"349" "Hands off." "1"
"350" "Come on. Come on. Come on, you gotta get up. You gotta get up. Come on. Hey. Hey. We have to go." "1"
"351" "Please. Please leave." "1"
"352" "You asked me to stay.... I'm staying." "1"
"353" "Please." "1"
"354" "Get up." "1"
"355" "Get up." "1"
"356" "I can't." "1"
"357" "We don't wanna kill you. But we will." "-1"
"358" "You'll never get the chance again." "-1"
"359" "Can you stand?" "1"
"360" "Thank you, Captain." "1"
"361" "Let's get you on the jet." "1"
"362" "I thought we had a deal. Stay close, check in. Don't take any chances." "1"
"363" "I'm sorry. We just wanted time." "1"
"364" "Where to, Cap?" "1"
"365" "Home." "1"
"366" "Shh. We'll be safe. We'll be safe." "1"
"367" "nan" "1"
"368" "Zehobereians…" "1"
"369" "Mother! Where's my mother?!" "-1"
"370" "Zen-Whoberis... Choose a side, or die." "-1"
"371" "Mother!" "-1"
"372" "One side is a revelation. The other, an honor known only to a few." "-1"
"373" "What's wrong, little one?" "1"
"374" "My mother. Where is my mother?" "-1"
"375" "What's your name?" "1"
"376" "Gamora." "1"
"377" "You're quite the fighter, Gamora. Come. Let me help you." "1"
"378" "Look. Pretty, isn't it? Perfectly balanced. As all things should be. Too much to one side, or the other…  Here. You try." "1"
"379" "Now go in peace, and meet your Maker." "1"
"380" "Concentrate. There! You've got it." "1"
"381" "Gamora. Do you know if these grenades are the blow off your junk kind or the gas kind? 'Cause I was thinking I might hang a couple on my belt right here. But I don't want to--" "-1"
"382" "I need to ask a favor." "1"
"383" "Yeah, sure." "1"
"384" "One way or another, the path that we're on leads to Thanos." "1"
"385" "Which is what the grenades are for.  I'm sorry. What's the favor?" "1"
"386" "If things go wrong… If Thanos gets me… I want you to promise me… you'll kill me." "-1"
"387" "What?" "1"
"388" "I know something he doesn't. If he finds out… the entire Universe could be at risk." "-1"
"389" "What do you know?" "1"
"390" "If I tell you, you'd know, too." "1"
"391" "If it's so important, shouldn't I?" "-1"
"392" "Only if you wanna die." "-1"
"393" "Why does somebody always have to die in this scenario?" "-1"
"394" "Just… trust me. And possibly, kill me." "-1"
"395" "I mean, I'd like to. I really would…" "-1"
"396" "Swear to me. Swear to me on your mother." "1"
"397" "Okay." "1"
"398" "Dude. How long have you been standing there?" "1"
"399" "An hour." "1"
"400" "An hour? Are you serious?" "1"
"401" "I've mastered the ability of standing so incredibly still... that I become invisible to the eye... watch." "1"
"402" "You're eating a zarg-nut." "1"
"403" "But my movement... was so slow... that it's imperceptible." "1"
"404" "Mmm, no." "1"
"405" "I'm sure I'm invisible." "1"
"406" "Hi, Drax." "1"
"407" "Damn it." "-1"
"408" "This place looks deserted." "1"
"409" "I'm reading movement from the third quadrant." "1"
"410" "Yep. I'm picking that up, too. Let's put it down right here." "1"
"411" "I don't have it." "1"
"412" "Everyone in the Galaxy knows you'd sell your own brother if you thought it would add the slightest trinket to your pathetic collection." "-1"
"413" "I know you have the Reality Stone, Tivan. Giving it to me will spare you a great deal of suffering." "-1"
"414" "I told you. I sold it." "-1"
"415" "Why would I lie?" "-1"
"416" "I imagine it's like breathing for you." "-1"
"417" "Like suicide." "-1"
"418" "So you do understand. Not even you would surrender something so precious." "-1"
"419" "I didn't know what it was." "1"
"420" "Then you're more of a fool than I took you for. Last chance, charlatan. Where's the Stone?" "-1"
"421" "Today..." "1"
"422" "Drax. Drax." "1"
"423" "...He pays for the deaths of my wife and daughter." "-1"
"424" "Drax, waaaaait!  Not yet, not yet, not yet.  Drax, Drax, Drax. He doesn't have the Stone yet. We get it, and then we can stop him. We have to get the Stone first. Yeah." "1"
"425" "No. No. For Ovette. For Camaria." "1"
"426" "Sleeeep." "1"
"427" "Okay. Gamora, Mantis, you go right. I'm...  The other right!" "1"
"428" "Why?  Why you? Daughter…" "-1"
"429" "That was quick." "1"
"430" "Magnificent! Magnificent!!!! Magnificent!!!!!!!" "1"
"431" "Is it sadness I sense in you, daughter? In my heart, I knew you still cared. But one ever knows for sure." "1"
"432" "Reality is often disappointing...that is, it was." "-1"
"433" "Now… reality can be whatever I want." "1"
"434" "You knew I'd come." "-1"
"435" "I counted on it. There's something we need to discuss, little one." "1"
"436" "NOOOOOO!" "1"
"437" "THANOS!!!" "-1"
"438" "Let her go, Grimace!" "-1"
"439" "Peter…" "1"
"440" "I told you to go right." "1"
"441" "Now? Really?" "1"
"442" "You let her go!" "1"
"443" "Ah, the boyfriend." "1"
"444" "I like to think of myself more as a Titan-killing long-term booty call. Let her go." "-1"
"445" "Peter…" "1"
"446" "Or I'm gonna blow that nut sack of a chin right off your face!" "-1"
"447" "Not him." "1"
"448" "You promised! You promised." "1"
"449" "Oh, daughter. You expect too much from him.  She's asked, hasn't she? Do it. [There is a very tense and unpleasant pause." "-1"
"450" "DO IT!!" "1"
"451" "I told you to go right." "1"
"452" "I love you, more than anything." "1"
"453" "I love you, too." "1"
"454" "I like you." "1"
"455" "Still no word from Vision?" "1"
"456" "Satellites lost him somewhere over Edinburgh." "1"
"457" "On a stolen Quinjet with four of the world's most wanted criminals." "-1"
"458" "You know they're only criminals because you've chosen to call them that, right, sir?" "-1"
"459" "My God, Rhodes, your talent for horseshit rivals my own." "-1"
"460" "If it weren't for those Accords, Vision would've been right here." "1"
"461" "I remember your signature on those papers, Colonel." "1"
"462" "That's right. And I'm pretty sure I've paid for that." "1"
"463" "You have second thoughts?" "1"
"464" "Not anymore." "1"
"465" "Mr. Secretary." "1"
"466" "You got some nerve. I'll give you that." "-1"
"467" "You could use some of that right now." "1"
"468" "The world's on fire. And you think, all is forgiven?" "-1"
"469" "I'm not looking for forgiveness. And I'm way past asking for permission. Earth just lost her best defender. So we're here to fight.  And if you wanna stand in our way... we'll fight you, too." "-1"
"470" "Arrest them." "-1"
"471" "All over it.  That's a court-martial. It's great to see you, Cap." "1"
"472" "You too, Rhodey." "1"
"473" "Well. You guys really look like crap. Must've been a rough couple of years." "1"
"474" "Yeah, well, the hotels weren't exactly five star." "1"
"475" "Uh, I think you look great.  Uh... heh... Yeah. I'm back." "1"
"476" "Hi, Bruce." "1"
"477" "Nat." "1"
"478" "This is awkward." "1"
"479" "So we gotta assume they're coming back, right?" "1"
"480" "And they can clearly find us." "1"
"481" "We need all hands on deck. Where's Clint?" "1"
"482" "After the whole Accords situation, he and Scott took a deal. It was too tough on their families, they're on house arrest." "-1"
"483" "Who's Scott?" "1"
"484" "Ant-Man." "1"
"485" "There's an Ant-Man and a Spider-Man? Okay, look… Thanos has the biggest army in the universe. And he is not gonna stop until he... he gets... Vision's Stone." "1"
"486" "Well then, we have to protect it." "1"
"487" "No, we have to destroy it. I've been giving a good deal of thought to this entity in my head, about its nature. But also, its composition. I think if it were exposed to a sufficiently powerful energy source, something, very similar to its own signature, perhaps… its molecular integrity could fail." "-1"
"488" "And you, with it. We're not having this conversation." "-1"
"489" "Eliminating the stone is the only way to be certain that Thanos can't get it." "-1"
"490" "That's too high a price." "-1"
"491" "Only you have the power to pay it.  Thanos threatens half the Universe. One life cannot stand in the way of defeating him." "-1"
"492" "But it should.  We don't trade lives, Vision." "-1"
"493" "Captain, 70 years ago, you laid down your life to save how many millions of people. Tell me, why is this any different?" "-1"
"494" "Because you might have a choice. Your mind is made up of a complex construct of overlays. J.A.R.V.I.S., Ultron, Tony, me, the Stone. All of them mixed together. All of them learning from one another." "1"
"495" "You're saying Vision isn't just the stone?" "1"
"496" "I'm saying that if we take out the stone, there's still a whole lot of Vision left. Perhaps the best parts." "1"
"497" "Can we do that?" "1"
"498" "Not me. Not here." "1"
"499" "You better find someone, and somewhere fast. Ross isn't exactly just gonna let you guys have your old rooms back." "1"
"500" "I know somewhere." "1"
"501" "You'll have the Kingsguard, and the Dora Milaje have been alerted." "1"
"502" "And the Border Tribe?" "1"
"503" "Those that are left." "1"
"504" "Send word to the Jabari as well. M'Baku likes a good fight." "1"
"505" "And what of this one?" "1"
"506" "This one may be tired of war.  But the White Wolf has rested long enough." "1"
"507" "Where's the fight?" "1"
"508" "On its way." "1"
"509" "In all the time I've served Thanos, I've never failed him. If I were to reach our rendezvous on Titan with the Time Stone still attached to your vaguely irritating person, there would be... judgement.  Give me... the stone." "-1"
"510" "Wow you're a seriously loyal piece of outerwear, aren't you?" "-1"
"511" "Yeah, uh, speaking of loyalty...." "1"
"512" "What the--" "1"
"513" "I know what you're gonna say." "1"
"514" "You should not be here." "1"
"515" "I was gonna go home--" "1"
"516" "I don't wanna hear it." "-1"
"517" "But it was such a long way down and I just thought about you on the way..." "1"
"518" "And now I gotta hear it." "1"
"519" "...And I kinda stuck to the side of the ship. And this suit is ridiculously intuitive, by the way. So if anything, it's kinda your fault that I'm here." "1"
"520" "God damnit..." "-1"
"521" "What did you just say?" "1"
"522" "I take that back. And now I'm here in space." "1"
"523" "Yeah.  Right where I don't want you to be. This isn't Coney Island. This isn't a field trip. It's a one-way ticket. You hear me? Don't pretend like you thought this through. You could not have possibly thought this through." "-1"
"524" "No. I did think this through." "1"
"525" "You could not have possibly thought this through." "-1"
"526" "It's just...you can't be a friendly neighborhood Spider-Man if there's no neighborhood." "1"
